paper_id,spec_no,T_C,stress_MPa,t_rupture_h,theta_from_001_deg,theta_from_011_deg,Gamma_prime_size,L,G,SFE,Misfit,Schmid1_110,MultislipPropensity_110,y_log10,T_K,Inv_T_K,Log_Stress,cos_001,cos_011,RSS_110,Log_RSS_110,
G.M. Han et al.,H,760,790,93,23.93,26.09,0.45,0.36244,65.583,27.69,-0.608,0.486782,0.883970648,1.968482949,1033.15,0.967913662,2.897627091,0.914041698,0.898104346,384.55778,2.584961602,
G.M. Han et al.,I,760,790,118,25.73,27.82,0.45,0.36244,65.583,27.69,-0.608,0.469741,0.878224383,2.071882007,1033.15,0.967913662,2.897627091,0.900849834,0.884418122,371.09539,2.569485559,
G.M. Han et al.,J,760,790,135,29.22,15.7,0.45,0.36244,65.583,27.69,-0.608,0.484831,1,2.130333768,1033.15,0.967913662,2.897627091,0.872751729,0.962691746,383.01649,2.583217472,
G.M. Han et al.,K,760,790,4.7,43.4,2.41,0.45,0.36244,65.583,27.69,-0.608,0.42741,0.959357526,0.672097858,1033.15,0.967913662,2.897627091,0.726574671,0.999115506,337.6539,2.52847177,
G.M. Han et al.,M,760,790,3,45.87,13.53,0.45,0.36244,65.583,27.69,-0.608,0.433293,0.981061314,0.477121255,1033.15,0.967913662,2.897627091,0.696288711,0.972247555,342.30147,2.534408764,
G.M. Han et al.,N,760,790,11.5,42.3,24.35,0.45,0.36244,65.583,27.69,-0.608,0.414358,0.830989145,1.06069784,1033.15,0.967913662,2.897627091,0.739631095,0.911043816,327.34282,2.515002819,
G.M. Han et al.,P,760,790,20,49.26,29.73,0.45,0.36244,65.583,27.69,-0.608,0.343806,0.932616068,1.301029996,1033.15,0.967913662,2.897627091,0.652627522,0.868371974,271.60674,2.433940543,
G.M. Han et al.,Q,760,790,10,42.08,29.03,0.45,0.36244,65.583,27.69,-0.608,0.382405,0.924585191,1,1033.15,0.967913662,2.897627091,0.742209819,0.874365742,302.09995,2.480150653,
G.M. Han et al.,A SRR99,1040,165,135,5.273,40.308,0.45,0.36462,56.896,40.472,-0.252,0.439109,0.993830689,2.130333768,1313.15,0.761527624,2.217483944,0.995768116,0.762578013,72.452985,1.860056283,
G.M. Han et al.,B,1040,165,148,6.936,39.646,0.45,0.36462,56.896,40.472,-0.252,0.442002,0.987033995,2.170261715,1313.15,0.761527624,2.217483944,0.992681662,0.770001238,72.93033,1.862908179,
G.M. Han et al.,C,1040,165,145,11.067,33.993,0.45,0.36462,56.896,40.472,-0.252,0.471042,0.994102437,2.161368002,1313.15,0.761527624,2.217483944,0.981403386,0.829105885,77.72193,1.890543577,
G.M. Han et al.,D,1040,165,129,20.21,30.631,0.45,0.36462,56.896,40.472,-0.252,0.47238,0.909126127,2.11058971,1313.15,0.761527624,2.217483944,0.938432743,0.860466483,77.9427,1.891775446,
G.M. Han et al.,E,1040,165,126,13.91,32.665,0.45,0.36462,56.896,40.472,-0.252,0.476651,0.963390405,2.100370545,1313.15,0.761527624,2.217483944,0.970674539,0.841840639,78.647415,1.895684453,
G.M. Han et al.,F,1040,165,175,18.323,29.274,0.45,0.36462,56.896,40.472,-0.252,0.486308,0.935956225,2.243038049,1313.15,0.761527624,2.217483944,0.949299356,0.872291257,80.24082,1.904395358,
G.M. Han et al.,G,1040,165,150,22.951,24.096,0.45,0.36462,56.896,40.472,-0.252,0.497714,0.925509429,2.176091259,1313.15,0.761527624,2.217483944,0.920838674,0.912862682,82.12281,1.914463801,
G.M. Han et al.,H,1040,165,213,25.047,25.117,0.45,0.36462,56.896,40.472,-0.252,0.487873,0.876273128,2.328379603,1313.15,0.761527624,2.217483944,0.905960806,0.905442897,80.499045,1.905790728,
G.M. Han et al.,I,1040,165,170,27.743,27.541,0.45,0.36462,56.896,40.472,-0.252,0.462929,0.884712342,2.230448921,1313.15,0.761527624,2.217483944,0.885044516,0.886680186,76.383285,1.882998332,
G.M. Han et al.,J,1040,165,146,30.282,15.272,0.45,0.36462,56.896,40.472,-0.252,0.491704,0.950421392,2.164352856,1313.15,0.761527624,2.217483944,0.86355401,0.964686256,81.13116,1.909187685,
G.M. Han et al.,K,1040,165,185,52.01,32.393,0.45,0.36462,56.896,40.472,-0.252,0.309586,0.967934597,2.267171728,1313.15,0.761527624,2.217483944,0.615523932,0.844393383,51.08169,1.708265257,
G.M. Han et al.,L,1040,165,176,50.682,30.692,0.45,0.36462,56.896,40.472,-0.252,0.329826,0.955255195,2.245512668,1313.15,0.761527624,2.217483944,0.63362395,0.859923548,54.42129,1.735768832,
G.M. Han et al.,M,1040,165,63,47.013,27.869,0.45,0.36462,56.896,40.472,-0.252,0.368275,0.900666621,1.799340549,1313.15,0.761527624,2.217483944,0.681832404,0.884018675,60.765375,1.783656182,
G.M. Han et al.,N,1040,165,66,41.318,3.789,0.45,0.36462,56.896,40.472,-0.252,0.436644,0.981396744,1.819543936,1313.15,0.761527624,2.217483944,0.751056751,0.997814174,72.04626,1.857611441,
G.M. Han et al.,O,1040,165,54,43.847,3.374,0.45,0.36462,56.896,40.472,-0.252,0.429865,0.960534121,1.73239376,1313.15,0.761527624,2.217483944,0.721192217,0.998266638,70.927725,1.85081603,
G.M. Han et al.,P,1040,165,65,39.884,20.181,0.45,0.36462,56.896,40.472,-0.252,0.447415,0.807994815,1.812913357,1313.15,0.761527624,2.217483944,0.767344248,0.938607476,73.823475,1.868194484,
G.M. Han et al.,Q,1040,165,91,46.477,19.174,0.45,0.36462,56.896,40.472,-0.252,0.418268,0.95911473,1.959041392,1313.15,0.761527624,2.217483944,0.688645704,0.944525508,69.01422,1.838938584,
G.M. Han et al.,R,1040,165,143,32.566,17.848,0.45,0.36462,56.896,40.472,-0.252,0.487497,0.839270806,2.155336037,1313.15,0.761527624,2.217483944,0.842771962,0.95187296,80.437005,1.905455892,
G.M. Han et al.,T,1040,165,131,44.149,1.16,0.45,0.36462,56.896,40.472,-0.252,0.417987,0.981427652,2.117271296,1313.15,0.761527624,2.217483944,0.717530883,0.99979506,68.967855,1.838646719,
G.M. Han et al.,[001],1040,165,135,0,45,0.45,0.36462,56.896,40.472,-0.252,0.408248,1,2.130333768,1313.15,0.761527624,2.217483944,1,0.707106781,67.36092,1.82840801,
G.M. Han et al.,[011],1040,165,131,45,0,0.45,0.36462,56.896,40.472,-0.252,0.408248,1,2.117271296,1313.15,0.761527624,2.217483944,0.707106781,1,67.36092,1.82840801,
G.M. Han et al.,[111],1040,165,185,54.736,35.264,0.45,0.36462,56.896,40.472,-0.252,0.272172,1,2.267171728,1313.15,0.761527624,2.217483944,0.577344716,0.816500508,44.90838,1.652327389,
Wang et al.,SC 1,900,445,234.5,0,45,0.45,0.36404,60.373,26.503,-0.748,0.408248,1,2.370142847,1173.15,0.852405916,2.648360011,1,0.707106781,181.67036,2.259284077,
Wang et al.,SC 2,900,445,34.8,45,0,0.45,0.36404,60.373,26.503,-0.748,0.408248,1,1.541579244,1173.15,0.852405916,2.648360011,0.707106781,1,181.67036,2.259284077,
Wang et al.,SC 3,900,445,127.1,54.736,35.264,0.45,0.36404,60.373,26.503,-0.748,0.272172,1,2.104145551,1173.15,0.852405916,2.648360011,0.577344716,0.816500508,121.11654,2.083203456,
Wang et al.,SC 4,1100,100,395.7,0,45,0.45,0.36588,53.272,38.227,-0.493,0.408248,1,2.59736605,1373.15,0.728252558,2,1,0.707106781,40.8248,1.610924066,
Wang et al.,SC 5,1100,100,116.3,45,0,0.45,0.36588,53.272,38.227,-0.493,0.408248,1,2.065579715,1373.15,0.728252558,2,0.707106781,1,40.8248,1.610924066,
Wang et al.,SC 6,1100,100,522.6,54.736,35.264,0.45,0.36588,53.272,38.227,-0.493,0.272172,1,2.718169405,1373.15,0.728252558,2,0.577344716,0.816500508,27.2172,1.434843445,
CMSX4_Table1_Lukas,I- CMSX-4,850,500,79.9,45,0,0.45,0.36355,62.358,27.775,-0.673,0.408248,1,1.902546779,1123.15,0.890353025,2.698970004,0.707106781,1,204.124,2.30989407,
CMSX4_Table1_Lukas,R,980,350,27.8,54.7356,35.2644,0.45,0.36434,59.283,33.255,-0.553,0.272166,1,1.444044796,1253.15,0.797989068,2.544068044,0.577350416,0.816496477,95.2581,1.978901915,
Lukas et al,Fig2a_CM186LC_1,850,501,65,45,0,0.4,0.36329,63.262,29.363,-0.715,0.408248,1,1.812913357,1123.15,0.890353025,2.699837726,0.707106781,1,204.532248,2.310761792,
Lukas et al,Fig2a_CM186LC_2,850,401,568,45,0,0.4,0.36329,63.262,29.363,-0.715,0.408248,1,2.754348336,1123.15,0.890353025,2.603144373,0.707106781,1,163.707448,2.214068438,
Lukas et al,Fig2a_CM186LC_3,850,349,1864,45,0,0.4,0.36329,63.262,29.363,-0.715,0.408248,1,3.270445908,1123.15,0.890353025,2.542825427,0.707106781,1,142.478552,2.153749493,
Lukas et al,Fig2a_CMSX4_1,850,552,51,45,0,0.5,0.36355,62.358,27.775,-0.673,0.408248,1,1.707570176,1123.15,0.890353025,2.741939078,0.707106781,1,225.352896,2.352863144,
Lukas et al,Fig2a_CMSX4_2,850,501,198,45,0,0.5,0.36355,62.358,27.775,-0.673,0.408248,1,2.29666519,1123.15,0.890353025,2.699837726,0.707106781,1,204.532248,2.310761792,
Lukas et al,Fig2a_CMSX4_3,850,451,667,45,0,0.5,0.36355,62.358,27.775,-0.673,0.408248,1,2.824125834,1123.15,0.890353025,2.654176542,0.707106781,1,184.119848,2.265100608,
Lukas et al,Fig2a_CMSX4_4,850,400,1636,45,0,0.5,0.36355,62.358,27.775,-0.673,0.408248,1,3.213783299,1123.15,0.890353025,2.602059991,0.707106781,1,163.2992,2.212984057,
Lukas et al,Fig2a_CMSX4_5,850,379,2350,45,0,0.5,0.36355,62.358,27.775,-0.673,0.408248,1,3.371067862,1123.15,0.890353025,2.57863921,0.707106781,1,154.725992,2.189563276,
Lukas et al,Fig2b_CM186LC_2,850,651,32,54.7356,35.2644,0.4,0.36329,63.262,29.363,-0.715,0.272166,1,1.505149978,1123.15,0.890353025,2.813580989,0.577350416,0.816496477,177.180066,2.248414859,
Lukas et al,Fig2b_CM186LC_3,850,553,203,54.7356,35.2644,0.4,0.36329,63.262,29.363,-0.715,0.272166,1,2.307496038,1123.15,0.890353025,2.742725131,0.577350416,0.816496477,150.507798,2.177559002,
Lukas et al,Fig2b_CM186LC_4,850,503,492,54.7356,35.2644,0.4,0.36329,63.262,29.363,-0.715,0.272166,1,2.691965103,1123.15,0.890353025,2.701567985,0.577350416,0.816496477,136.899498,2.136401856,
Lukas et al,Fig2b_CM186LC_5,850,455,1140,54.7356,35.2644,0.4,0.36329,63.262,29.363,-0.715,0.272166,1,3.056904851,1123.15,0.890353025,2.658011397,0.577350416,0.816496477,123.83553,2.092845267,
Lukas et al,Fig2b_CM186LC_6,850,405,3097,54.7356,35.2644,0.4,0.36329,63.262,29.363,-0.715,0.272166,1,3.490941205,1123.15,0.890353025,2.607455023,0.577350416,0.816496477,110.22723,2.042288894,
Lukas et al,Fig2b_CMSX4_1,850,602,54,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,1.73239376,1123.15,0.890353025,2.779596491,0.577350416,0.816496477,163.843932,2.214430362,
Lukas et al,Fig2b_CMSX4_2,850,601,73,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,1.86332286,1123.15,0.890353025,2.778874472,0.577350416,0.816496477,163.571766,2.213708343,
Lukas et al,Fig2b_CMSX4_3,850,601,82,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,1.913813852,1123.15,0.890353025,2.778874472,0.577350416,0.816496477,163.571766,2.213708343,
Lukas et al,Fig2b_CMSX4_4,850,503,602,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,2.779596491,1123.15,0.890353025,2.701567985,0.577350416,0.816496477,136.899498,2.136401856,
Lukas et al,Fig2b_CMSX4_5,850,479,754,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,2.877371346,1123.15,0.890353025,2.680335513,0.577350416,0.816496477,130.367514,2.115169384,
Lukas et al,Fig2b_CMSX4_6,850,454,3008,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,3.478277832,1123.15,0.890353025,2.657055853,0.577350416,0.816496477,123.563364,2.091889723,
Lukas et al,Fig2b_CMSX4_7,850,455,4137,54.7356,35.2644,0.5,0.36355,62.358,27.775,-0.673,0.272166,1,3.616685521,1123.15,0.890353025,2.658011397,0.577350416,0.816496477,123.83553,2.092845267,
leng et al,A,800,760,175,1.5,44.2,0.45,0.36334,64.982,23.772,-0.9,0.416986,0.999388469,2.243038049,1073.15,0.931836183,2.880813592,0.999657325,0.716910608,316.90936,2.500935066,
leng et al,B,800,760,125,7.8,40.4,0.45,0.36334,64.982,23.772,-0.9,0.443771,0.983374308,2.096910013,1073.15,0.931836183,2.880813592,0.99074784,0.761538308,337.26596,2.52797251,
leng et al,C,800,760,85,14.7,46.5,0.45,0.36334,64.982,23.772,-0.9,0.482763,0.997334096,1.929418926,1073.15,0.931836183,2.880813592,0.967267753,0.688354576,366.89988,2.56454757,
leng et al,D,1100,137,200,1.5,44.2,0.45,0.36611,54.119,39.056,-0.599,0.416986,0.999388469,2.301029996,1373.15,0.728252558,2.136720567,0.999657325,0.716910608,57.127082,1.756842041,
leng et al,E,1100,137,225,7.8,40.4,0.45,0.36611,54.119,39.056,-0.599,0.443771,0.983374308,2.352182518,1373.15,0.728252558,2.136720567,0.99074784,0.761538308,60.796627,1.783879485,
leng et al,F,1100,137,190,14.7,46.5,0.45,0.36611,54.119,39.056,-0.599,0.482763,0.997334096,2.278753601,1373.15,0.728252558,2.136720567,0.967267753,0.688354576,66.138531,1.820454545,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
