global_index,fold,paper_id,spec_no,orientation_zone,y_true_log10h,y_pred_log10h,Inv_T_K_value_scaled,Inv_T_K_shap,Gamma_prime_size_value_scaled,Gamma_prime_size_shap,L_value_scaled,L_shap,G_value_scaled,G_shap,SFE_value_scaled,SFE_shap,Misfit_value_scaled,Misfit_shap,cos_001_value_scaled,cos_001_shap,cos_011_value_scaled,cos_011_shap,MultislipPropensity_110_value_scaled,MultislipPropensity_110_shap,Log_RSS_110_value_scaled,Log_RSS_110_shap,stress_MPa_value_scaled,stress_MPa_shap,T_C_value_scaled,T_C_shap
144,0,G.M. Han et al.,L,near_111,2.2455127239227295,2.0452499389648438,-1.5269495248794556,-4.093533624248311,0.5146951675415039,-0.022133860628744166,1.237208366394043,0.3726907293081571,-1.400844693183899,0.3807775736683713,1.576807975769043,0.5717935264853609,0.9048210978507996,-0.23463888500447927,-1.1759607791900635,-0.5445705501264397,0.010777185671031475,0.001305345753990285,-0.11904753744602203,-0.013298584690469519,-1.6828179359436035,2.257118540717717,-1.4404923915863037,1.1378766222465384,1.5496734380722046,0.0674513118992754
145,0,G.M. Han et al.,M,interior,1.7993406057357788,1.9372425079345703,-1.5269495248794556,-3.883307151602429,0.5146951675415039,-0.04455236396153541,1.237208366394043,0.3582237326678448,-1.400844693183899,0.35845300150481046,1.576807975769043,0.5200661645743395,0.9048210978507996,-0.24343056450305953,-0.8660628795623779,-0.46653907804823885,0.2711987793445587,0.0330326521047045,-1.1173442602157593,-0.042127916693891286,-1.527054786682129,1.9793969275671985,-1.4404923915863037,1.1119832215644663,1.5496734380722046,0.07128547647250155
163,0,Lukas et al,Fig2a_CM186LC_1,near_011,1.8129132986068726,1.8323955535888672,-0.02710333839058876,-0.1275201956952549,-0.07096867263317108,-0.03456074986800034,-0.08459294587373734,0.11599772178735514,0.3230557143688202,0.06926508056011976,-0.24461567401885986,0.030557055851653775,-1.3907716274261475,0.3050723856110508,-0.7035918831825256,-0.8839092510313142,1.5247321128845215,-0.017634395103850963,0.6992297768592834,0.11417022110905244,0.18746140599250793,0.05726511447790598,-0.12275364249944687,0.15635605049926832,-0.07105094939470291,0.04203191774456659
170,0,Lukas et al,Fig2a_CMSX4_5,near_011,3.371067762374878,3.1928024291992188,-0.02710333839058876,0.05571852979246174,1.1003589630126953,0.1654102977263032,0.17380429804325104,0.17463326163439918,0.07825426757335663,0.15244823190294882,-0.5049830079078674,-0.12250695508652878,-1.1825320720672607,0.19810957053103706,-0.7035918831825256,-0.698217626749765,1.5247321128845215,0.12305469479534242,0.6992297768592834,0.12000711726547786,-0.2067609578371048,0.4258657205116473,-0.6012182831764221,0.5058793175306433,-0.07105094939470291,0.04004913098844089
186,0,leng et al,D,near_001,2.301029920578003,2.3305320739746094,-1.9143534898757935,-5.5064056668778685,0.5146951675415039,-0.036132733756312437,2.7180233001708984,0.7873314409992714,-2.152850866317749,0.3572702354919609,1.3446415662765503,0.895877962540067,-0.8156338930130005,0.32087110051278583,1.1770075559616089,0.5554152584794227,-1.5349154472351074,-0.15450653636152992,0.6880463361740112,0.03991991128808025,-1.614273190498352,1.889983402878284,-1.5503039360046387,1.1228906272162815,2.06148099899292,0.026863098777279916
2,1,1988,CMSX2 3,interior,2.514547824859619,2.4988784790039062,-1.5360671281814575,-4.393350402465265,-1.2894291877746582,-0.08014048169031668,1.3361248970031738,0.4818991304241779,-1.5421565771102905,0.4329231066017617,1.7669121026992798,0.588910291345277,1.0211968421936035,-0.2025040117080582,0.8966695666313171,0.2946396097309362,0.12009517848491669,0.08451375197295644,0.21667249500751495,-0.013396177587989149,-1.5192950963974,1.9336439619465409,-1.5605028867721558,1.0030848776894699,1.5723297595977783,0.13374904016310196
6,1,1988,CMSX2 7,near_111,2.675778388977051,2.7161026000976562,-1.5360671281814575,-3.9737999603206386,-1.2894291877746582,-0.03822136204393359,1.3361248970031738,0.38097279008212526,-1.5421565771102905,0.32757918208116765,1.7669121026992798,0.33603541164829465,1.0211968421936035,-0.09482312615634939,-1.2877610921859741,-0.472684203144604,0.07835955917835236,0.018855496607723864,0.2891559600830078,-0.013365751737440193,-2.0431318283081055,2.921982572606205,-1.5605028867721558,0.9456489582909217,1.5723297595977783,0.1321574969479296
26,1,1988,Alloy454 9,interior,2.290034532546997,2.326444625854492,-1.0529881715774536,-2.624318130684212,1.0766243934631348,0.07218201863446222,1.3756755590438843,0.38667550285349234,-1.1981279850006104,0.32307135223051886,-0.0025868944358080626,-0.006334655789472311,1.7855552434921265,-0.1590359422846444,-0.8710995316505432,-0.4465148808480449,1.1063885688781738,0.1824200802261906,0.3990857005119324,-0.003954721268531201,-0.9953620433807373,1.5205792023163753,-1.251962423324585,0.7941380889203866,0.9864452481269836,0.058459520569994906
30,1,1988,MXON 5,near_111,3.144885301589966,2.9604434967041016,0.0039138467982411385,-0.19163031342520676,-2.4724559783935547,0.38064442435538853,-0.2656804025173187,0.03643077583670082,0.037866026163101196,0.0839148936846415,-0.38284361362457275,-0.0404764989849925,-0.3990304172039032,0.04440617813962475,-1.2711889743804932,-0.30792678058927764,-0.09477800875902176,0.014569257665875466,-0.14231497049331665,-0.018500412618115046,-0.13506512343883514,0.5479781947346407,-0.09493553638458252,0.19189717065120276,-0.1016259491443634,-0.04908025073339204
41,1,1988,MXON 16,near_111,2.2201080322265625,2.5107955932617188,0.0039138467982411385,-0.329886877745517,-0.5796130895614624,-0.03784669924970889,-0.2656804025173187,0.05405928199214136,0.037866026163101196,0.12931925775340317,-0.38284361362457275,-0.04888628201325448,-0.3990304172039032,0.06138985623730605,-1.4700543880462646,-0.6452809784768383,-0.2927514314651489,-0.004980212274647452,0.39803546667099,-0.009792936400697054,-0.25595822930336,0.8471240993096782,-0.09493553638458252,0.22917783430495922,-0.1016259491443634,-0.046297665941468606
58,1,1988,CMSX2 24,near_111,2.714329719543457,2.7327404022216797,0.8914244771003723,2.1448186518956542,-1.2894291877746582,0.3141203485038847,-0.9578184485435486,-0.24070252067998787,0.8043904900550842,-0.12983489817132474,0.04836561903357506,0.004917374532597332,0.2814951539039612,-0.026480734170415198,-1.0581618547439575,-0.42069579983373745,0.04069896787405014,0.05251361754287712,-0.8709016442298889,0.02451834384236805,0.5189147591590881,-0.7129938333445665,0.8692535161972046,-0.5359752233932398,-0.8549060225486755,-0.04537085564911294
59,1,1988,CMSX2 25,interior,2.5403294563293457,2.4405689239501953,0.8914244771003723,2.3007257372563283,-1.2894291877746582,0.19531477232768754,-0.9578184485435486,-0.2757104976086102,0.8043904900550842,-0.15836873866804527,0.04836561903357506,0.005263021935137149,0.2814951539039612,-0.03041548563811768,-1.0457971096038818,-0.4824116001009213,0.22941923141479492,0.06675873837349211,-0.5685306787490845,-0.00400361264641288,0.5869399309158325,-0.8716145198985714,0.8692535161972046,-0.5803950919491122,-0.8549060225486755,-0.06301660970118363
63,1,1988,CMSX2 29,interior,1.278753638267517,1.3507747650146484,0.8914244771003723,2.209411181749011,-1.2894291877746582,-0.25508179777629986,-0.9578184485435486,-0.3581005603937794,0.8043904900550842,-0.2868049432409567,0.04836561903357506,0.05728034378135407,0.2814951539039612,-0.029806625656178545,0.2812953591346741,0.018990610105209617,0.7045233845710754,-0.07456024905028091,-2.405315399169922,-0.07740478442483534,0.9969704151153564,-1.549033191081782,0.8692535161972046,-0.5741514654717959,-0.8549060225486755,-0.04942605537141351
78,1,1988,CMSX2 44,interior,1.3617278337478638,1.3782997131347656,0.8914244771003723,2.095010715102581,0.48511096835136414,-0.08905082413392812,-0.9578184485435486,-0.3275053560675124,0.8043904900550842,-0.2010248029269411,0.04836561903357506,0.020507467872477703,0.2814951539039612,-0.0553021451005706,-0.90947026014328,-0.7819592934322952,0.3178245425224304,0.08363504876300558,-1.0437558889389038,-0.08180033673461602,0.643051028251648,-0.9273215545284289,0.8692535161972046,-0.5459485086525376,-0.8549060225486755,-0.0547068926011927
87,1,mackay,MARM 247 01,near_001,2.2528529167175293,1.9721717834472656,0.7433474063873291,2.0644798405515097,-2.1175479888916016,-0.10376660859300077,-1.0270322561264038,-0.4681907845939128,0.9367707371711731,-0.3572556669593618,-0.3660167157649994,-0.11485957962741711,0.19766229391098022,-0.019008501933446567,1.1430449485778809,0.262868477838248,-1.232240915298462,0.11727205534817096,0.692131757736206,-0.0372449826425837,0.7817434668540955,-1.0132341096308775,0.7689778804779053,-0.5086476502552105,-0.7377291321754456,-0.06514386502753912
