model,n_train_cv,n_holdout,best_cv_neg_mae,OOF_MAE_log10h,OOF_RMSE_log10h,OOF_R2_log10h,OOF_MedianAPE_%,OOF_MeanAPE_%,Holdout_MAE_log10h,Holdout_RMSE_log10h,Holdout_R2_log10h,Holdout_MedianAPE_%,Holdout_MeanAPE_%,Holdout_n_holdout,Holdout_MeanEnsembleSTD_log10h
CATBOOST,169,20,-0.22192750197249428,0.22300890410317678,0.3024641883588189,0.8051940466778496,33.11725278335885,67.71797906438731,0.177853637991572,0.22518378646067025,0.8239089200359466,32.29637970431958,55.59503287966696,20,0.06903843823718288
