orientation_zone,n,MAE_log10h,RMSE_log10h,MedianAPE_%,MeanAPE_%
interior,81,0.24937739202334844,0.33956221706957074,39.9700379181718,69.33583881081704
near_001,35,0.1803879793333179,0.22546304085186894,38.88160705702134,45.863523654488546
near_011,19,0.35047118842104963,0.4584026635629083,47.4117118616133,128.2377970263732
near_111,34,0.28565146303657185,0.375634344023898,35.40424383532893,102.12948198321634
