orientation_zone,n,MAE_log10h,RMSE_log10h,MedianAPE_%,MeanAPE_%
interior,89.0,0.14427549510239404,0.19685621575316145,23.411752090396064,32.51650765550566
near_001,35.0,0.12434625955891797,0.17301503736661333,23.155918039261387,25.061226044505265
near_011,19.0,0.14073925875908339,0.15762198595122498,29.403088426129244,33.31096288083525
near_111,26.0,0.1265271752071176,0.17446381823651178,19.42135490800138,30.151091734162545
